Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,1450
Conversion Gain:,1024
Coarse Gain:,1
Fine Gain:,1.00
Upper Discriminator:,1048
Lower Discriminator:,36
Calibration Coefficients:Elapsed Real Time:,49.0
Elapsed Live Time:,22.05
Start Time:,November 20, 2023, 12:05:48
End Time:,November 20, 2023, 12:06:38
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid


Channel Data:
Channel,Energy,Counts
0,,10
1,,1
2,,1
3,,0
4,,2
5,,5
6,,3
7,,1
8,,3
9,,0
10,,4
11,,3
12,,5
13,,2
14,,10
15,,8
16,,4
17,,5
18,,14
19,,15
20,,29
21,,48
22,,63
23,,92
24,,134
25,,148
26,,217
27,,242
28,,353
29,,6325
30,,37787
31,,49892
32,,47519
33,,44382
34,,41449
35,,38917
36,,36261
37,,34632
38,,32686
39,,31299
40,,29621
41,,27831
42,,26545
43,,25193
44,,23952
45,,22199
46,,21360
47,,19864
48,,18765
49,,17852
50,,16847
51,,15822
52,,14981
53,,13894
54,,13331
55,,12421
56,,11691
57,,11072
58,,10448
59,,9751
60,,9075
61,,8676
62,,8205
63,,7598
64,,7179
65,,6864
66,,6411
67,,6010
68,,5817
69,,5416
70,,5083
71,,4794
72,,4458
73,,4360
74,,4188
75,,3791
76,,3781
77,,3534
78,,3379
79,,3144
80,,2988
81,,2894
82,,2859
83,,2641
84,,2521
85,,2392
86,,2232
87,,2244
88,,2099
89,,2080
90,,1956
91,,1924
92,,1878
93,,1810
94,,1831
95,,1734
96,,1694
97,,1616
98,,1664
99,,1627
100,,1566
101,,1547
102,,1524
103,,1435
104,,1519
105,,1472
106,,1545
107,,1512
108,,1483
109,,1494
110,,1533
111,,1564
112,,1526
113,,1612
114,,1561
115,,1554
116,,1593
117,,1673
118,,1669
119,,1649
120,,1601
121,,1620
122,,1618
123,,1652
124,,1670
125,,1651
126,,1759
127,,1713
128,,1696
129,,1635
130,,1744
131,,1726
132,,1601
133,,1582
134,,1577
135,,1611
136,,1552
137,,1576
138,,1571
139,,1502
140,,1481
141,,1387
142,,1440
143,,1419
144,,1309
145,,1333
146,,1322
147,,1216
148,,1283
149,,1189
150,,1236
151,,1231
152,,1204
153,,1203
154,,1189
155,,1184
156,,1162
157,,1161
158,,1167
159,,1178
160,,1173
161,,1112
162,,1187
163,,1258
164,,1217
165,,1260
166,,1202
167,,1280
168,,1303
169,,1270
170,,1343
171,,1365
172,,1417
173,,1451
174,,1400
175,,1506
176,,1492
177,,1440
178,,1565
179,,1517
180,,1586
181,,1610
182,,1561
183,,1564
184,,1628
185,,1616
186,,1722
187,,1672
188,,1602
189,,1701
190,,1605
191,,1649
192,,1583
193,,1576
194,,1577
195,,1526
196,,1456
197,,1496
198,,1464
199,,1433
200,,1371
201,,1333
202,,1246
203,,1255
204,,1172
205,,1088
206,,1115
207,,968
208,,964
209,,905
210,,875
211,,860
212,,811
213,,749
214,,702
215,,657
216,,620
217,,612
218,,533
219,,520
220,,517
221,,480
222,,491
223,,458
224,,433
225,,416
226,,388
227,,373
228,,383
229,,341
230,,336
231,,313
232,,338
233,,341
234,,323
235,,302
236,,297
237,,291
238,,308
239,,280
240,,319
241,,307
242,,314
243,,297
244,,288
245,,309
246,,278
247,,301
248,,269
249,,261
250,,252
251,,234
252,,270
253,,247
254,,239
255,,226
256,,269
257,,277
258,,248
259,,227
260,,239
261,,234
262,,221
263,,223
264,,219
265,,215
266,,226
267,,245
268,,204
269,,248
270,,235
271,,205
272,,200
273,,218
274,,206
275,,197
276,,208
277,,233
278,,218
279,,201
280,,197
281,,204
282,,174
283,,199
284,,207
285,,202
286,,180
287,,175
288,,187
289,,182
290,,192
291,,195
292,,205
293,,183
294,,195
295,,196
296,,203
297,,217
298,,204
299,,180
300,,211
301,,183
302,,192
303,,193
304,,202
305,,212
306,,192
307,,193
308,,178
309,,176
310,,198
311,,193
312,,212
313,,172
314,,194
315,,197
316,,178
317,,184
318,,187
319,,215
320,,164
321,,210
322,,170
323,,192
324,,195
325,,195
326,,193
327,,180
328,,156
329,,174
330,,163
331,,183
332,,190
333,,183
334,,186
335,,185
336,,175
337,,199
338,,187
339,,157
340,,182
341,,178
342,,187
343,,173
344,,180
345,,181
346,,163
347,,165
348,,180
349,,205
350,,178
351,,178
352,,198
353,,176
354,,165
355,,141
356,,212
357,,169
358,,174
359,,161
360,,186
361,,197
362,,187
363,,156
364,,180
365,,177
366,,171
367,,186
368,,181
369,,164
370,,187
371,,186
372,,179
373,,151
374,,171
375,,198
376,,181
377,,163
378,,176
379,,192
380,,188
381,,176
382,,193
383,,169
384,,187
385,,151
386,,180
387,,187
388,,171
389,,186
390,,172
391,,169
392,,156
393,,173
394,,191
395,,175
396,,168
397,,174
398,,164
399,,197
400,,203
401,,176
402,,168
403,,164
404,,172
405,,202
406,,181
407,,176
408,,168
409,,182
410,,174
411,,186
412,,176
413,,177
414,,182
415,,170
416,,168
417,,189
418,,167
419,,173
420,,187
421,,175
422,,173
423,,184
424,,171
425,,197
426,,167
427,,176
428,,180
429,,188
430,,183
431,,185
432,,168
433,,174
434,,186
435,,174
436,,177
437,,168
438,,163
439,,166
440,,176
441,,176
442,,171
443,,179
444,,172
445,,165
446,,195
447,,171
448,,179
449,,179
450,,172
451,,164
452,,193
453,,154
454,,155
455,,181
456,,175
457,,178
458,,195
459,,174
460,,195
461,,192
462,,197
463,,196
464,,175
465,,181
466,,168
467,,194
468,,161
469,,187
470,,167
471,,193
472,,140
473,,164
474,,180
475,,181
476,,166
477,,169
478,,181
479,,186
480,,165
481,,175
482,,174
483,,179
484,,180
485,,166
486,,176
487,,182
488,,191
489,,197
490,,181
491,,154
492,,173
493,,189
494,,179
495,,199
496,,185
497,,172
498,,158
499,,173
500,,165
501,,171
502,,172
503,,200
504,,180
505,,162
506,,201
507,,182
508,,197
509,,209
510,,161
511,,175
512,,171
513,,165
514,,175
515,,165
516,,196
517,,206
518,,201
519,,174
520,,162
521,,169
522,,159
523,,175
524,,187
525,,170
526,,194
527,,166
528,,174
529,,172
530,,168
531,,149
532,,142
533,,180
534,,185
535,,184
536,,174
537,,183
538,,192
539,,191
540,,184
541,,180
542,,186
543,,151
544,,193
545,,164
546,,179
547,,169
548,,175
549,,178
550,,175
551,,176
552,,165
553,,178
554,,162
555,,162
556,,170
557,,172
558,,151
559,,183
560,,162
561,,203
562,,188
563,,167
564,,172
565,,182
566,,185
567,,177
568,,155
569,,190
570,,189
571,,180
572,,173
573,,171
574,,171
575,,188
576,,193
577,,174
578,,171
579,,183
580,,184
581,,189
582,,171
583,,197
584,,176
585,,152
586,,169
587,,182
588,,191
589,,175
590,,172
591,,168
592,,179
593,,169
594,,223
595,,201
596,,182
597,,193
598,,197
599,,194
600,,177
601,,187
602,,189
603,,172
604,,189
605,,203
606,,187
607,,188
608,,208
609,,181
610,,181
611,,163
612,,179
613,,191
614,,172
615,,208
616,,171
617,,198
618,,193
619,,212
620,,186
621,,214
622,,178
623,,216
624,,196
625,,197
626,,206
627,,206
628,,188
629,,209
630,,198
631,,206
632,,198
633,,197
634,,192
635,,194
636,,200
637,,206
638,,240
639,,178
640,,202
641,,200
642,,185
643,,194
644,,218
645,,203
646,,211
647,,233
648,,239
649,,191
650,,214
651,,205
652,,202
653,,201
654,,224
655,,200
656,,221
657,,222
658,,215
659,,216
660,,206
661,,217
662,,189
663,,213
664,,223
665,,239
666,,230
667,,232
668,,219
669,,211
670,,213
671,,218
672,,207
673,,242
674,,217
675,,239
676,,252
677,,203
678,,197
679,,228
680,,243
681,,237
682,,217
683,,201
684,,228
685,,243
686,,225
687,,216
688,,221
689,,241
690,,224
691,,222
692,,227
693,,203
694,,226
695,,232
696,,223
697,,222
698,,251
699,,216
700,,232
701,,232
702,,258
703,,224
704,,249
705,,248
706,,269
707,,256
708,,254
709,,241
710,,257
711,,263
712,,249
713,,241
714,,231
715,,241
716,,236
717,,262
718,,257
719,,251
720,,247
721,,227
722,,256
723,,247
724,,254
725,,270
726,,238
727,,273
728,,230
729,,282
730,,260
731,,273
732,,285
733,,275
734,,281
735,,234
736,,262
737,,265
738,,260
739,,249
740,,283
741,,298
742,,290
743,,265
744,,261
745,,319
746,,302
747,,261
748,,273
749,,248
750,,260
751,,291
752,,287
753,,300
754,,309
755,,301
756,,296
757,,317
758,,307
759,,298
760,,327
761,,326
762,,321
763,,310
764,,316
765,,310
766,,321
767,,329
768,,312
769,,351
770,,310
771,,322
772,,355
773,,355
774,,384
775,,386
776,,363
777,,368
778,,388
779,,342
780,,400
781,,390
782,,366
783,,361
784,,431
785,,380
786,,383
787,,410
788,,384
789,,397
790,,422
791,,390
792,,415
793,,446
794,,421
795,,445
796,,411
797,,422
798,,444
799,,440
800,,447
801,,457
802,,455
803,,435
804,,446
805,,440
806,,472
807,,412
808,,430
809,,407
810,,438
811,,406
812,,414
813,,396
814,,386
815,,393
816,,419
817,,414
818,,395
819,,430
820,,421
821,,420
822,,353
823,,388
824,,390
825,,355
826,,358
827,,350
828,,318
829,,351
830,,354
831,,313
832,,319
833,,304
834,,290
835,,296
836,,308
837,,286
838,,310
839,,262
840,,305
841,,260
842,,264
843,,248
844,,251
845,,232
846,,249
847,,240
848,,214
849,,240
850,,222
851,,225
852,,236
853,,225
854,,227
855,,196
856,,206
857,,184
858,,192
859,,205
860,,185
861,,175
862,,177
863,,198
864,,174
865,,171
866,,184
867,,186
868,,157
869,,166
870,,176
871,,168
872,,180
873,,167
874,,149
875,,172
876,,169
877,,151
878,,152
879,,126
880,,138
881,,150
882,,157
883,,158
884,,169
885,,145
886,,149
887,,170
888,,157
889,,145
890,,156
891,,157
892,,147
893,,151
894,,146
895,,162
896,,138
897,,132
898,,124
899,,133
900,,160
901,,141
902,,169
903,,155
904,,142
905,,132
906,,126
907,,137
908,,143
909,,130
910,,138
911,,137
912,,149
913,,136
914,,131
915,,114
916,,143
917,,119
918,,125
919,,141
920,,142
921,,126
922,,126
923,,127
924,,138
925,,130
926,,129
927,,146
928,,143
929,,132
930,,132
931,,129
932,,111
933,,135
934,,141
935,,138
936,,116
937,,126
938,,122
939,,108
940,,135
941,,130
942,,122
943,,127
944,,118
945,,142
946,,112
947,,131
948,,126
949,,148
950,,122
951,,136
952,,155
953,,127
954,,126
955,,131
956,,137
957,,134
958,,124
959,,131
960,,133
961,,127
962,,132
963,,131
964,,124
965,,129
966,,136
967,,136
968,,119
969,,128
970,,116
971,,112
972,,113
973,,130
974,,126
975,,115
976,,125
977,,131
978,,136
979,,131
980,,120
981,,132
982,,114
983,,112
984,,124
985,,131
986,,134
987,,120
988,,138
989,,149
990,,131
991,,122
992,,117
993,,122
994,,118
995,,105
996,,146
997,,123
998,,118
999,,143
1000,,108
1001,,145
1002,,136
1003,,118
1004,,119
1005,,136
1006,,120
1007,,141
1008,,111
1009,,120
1010,,135
1011,,118
1012,,126
1013,,134
1014,,121
1015,,117
1016,,136
1017,,99
1018,,135
1019,,117
1020,,113
1021,,122
1022,,125
1023,,125
