Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,1450
Conversion Gain:,1024
Coarse Gain:,1
Fine Gain:,1.00
Upper Discriminator:,1048
Lower Discriminator:,41
Calibration Coefficients:Elapsed Real Time:,40.82
Elapsed Live Time:,16.84
Start Time:,November 20, 2023, 11:54:51
End Time:,November 20, 2023, 11:55:32
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid


Channel Data:
Channel,Energy,Counts
0,,31
1,,1
2,,5
3,,1
4,,5
5,,5
6,,1
7,,1
8,,0
9,,2
10,,3
11,,3
12,,4
13,,3
14,,3
15,,1
16,,4
17,,3
18,,5
19,,4
20,,5
21,,11
22,,11
23,,13
24,,28
25,,23
26,,33
27,,54
28,,72
29,,112
30,,139
31,,208
32,,296
33,,417
34,,979
35,,2729
36,,3338
37,,3362
38,,3393
39,,3540
40,,3599
41,,3411
42,,3452
43,,3499
44,,3483
45,,3458
46,,3584
47,,3581
48,,3425
49,,3506
50,,3502
51,,3590
52,,3520
53,,3565
54,,3557
55,,3576
56,,3531
57,,3575
58,,3607
59,,3527
60,,3573
61,,3636
62,,3609
63,,3612
64,,3664
65,,3747
66,,3590
67,,3609
68,,3706
69,,3745
70,,3796
71,,3806
72,,3860
73,,3947
74,,4006
75,,3870
76,,3969
77,,3895
78,,4078
79,,4027
80,,4038
81,,4174
82,,4213
83,,4189
84,,4259
85,,4329
86,,4210
87,,4291
88,,4399
89,,4491
90,,4422
91,,4415
92,,4524
93,,4556
94,,4481
95,,4548
96,,4587
97,,4587
98,,4664
99,,4679
100,,4621
101,,4730
102,,4678
103,,4628
104,,4773
105,,4745
106,,4652
107,,4665
108,,4754
109,,4653
110,,4747
111,,4601
112,,4699
113,,4780
114,,4735
115,,4732
116,,4733
117,,4727
118,,4723
119,,4816
120,,4700
121,,4729
122,,4773
123,,4687
124,,4727
125,,4714
126,,4817
127,,4751
128,,4530
129,,4787
130,,4722
131,,4692
132,,4702
133,,4691
134,,4788
135,,4892
136,,4916
137,,4850
138,,4764
139,,4794
140,,4929
141,,4798
142,,4871
143,,4779
144,,4886
145,,4755
146,,4884
147,,4978
148,,4939
149,,4938
150,,5037
151,,4918
152,,4847
153,,5019
154,,4942
155,,4868
156,,4948
157,,4909
158,,4869
159,,4886
160,,4924
161,,4834
162,,4971
163,,4844
164,,4938
165,,4921
166,,4833
167,,4826
168,,4849
169,,4890
170,,4728
171,,4813
172,,4839
173,,4769
174,,4822
175,,4676
176,,4741
177,,4799
178,,4685
179,,4624
180,,4670
181,,4587
182,,4547
183,,4507
184,,4588
185,,4559
186,,4474
187,,4574
188,,4613
189,,4557
190,,4560
191,,4467
192,,4495
193,,4338
194,,4507
195,,4581
196,,4465
197,,4483
198,,4379
199,,4419
200,,4352
201,,4262
202,,4326
203,,4288
204,,4260
205,,4311
206,,4296
207,,4305
208,,4342
209,,4217
210,,4306
211,,4199
212,,4266
213,,4197
214,,4167
215,,4190
216,,4254
217,,4290
218,,4239
219,,4103
220,,4148
221,,4179
222,,4094
223,,4147
224,,4056
225,,3935
226,,4099
227,,3971
228,,4125
229,,4005
230,,4052
231,,4049
232,,4123
233,,4014
234,,3945
235,,3975
236,,3851
237,,3894
238,,3936
239,,3775
240,,3882
241,,3874
242,,3823
243,,3742
244,,3759
245,,3744
246,,3717
247,,3727
248,,3817
249,,3752
250,,3765
251,,3698
252,,3681
253,,3621
254,,3605
255,,3669
256,,3599
257,,3599
258,,3642
259,,3650
260,,3607
261,,3565
262,,3531
263,,3446
264,,3379
265,,3387
266,,3411
267,,3521
268,,3429
269,,3447
270,,3452
271,,3315
272,,3316
273,,3264
274,,3245
275,,3292
276,,3191
277,,3289
278,,3225
279,,3251
280,,3259
281,,3068
282,,3084
283,,3130
284,,3173
285,,3175
286,,3086
287,,3149
288,,3047
289,,2973
290,,2995
291,,3089
292,,2919
293,,2984
294,,2934
295,,2930
296,,2924
297,,2896
298,,2856
299,,2889
300,,2842
301,,2907
302,,2817
303,,2832
304,,2738
305,,2761
306,,2735
307,,2775
308,,2784
309,,2662
310,,2704
311,,2669
312,,2693
313,,2624
314,,2648
315,,2535
316,,2519
317,,2516
318,,2568
319,,2625
320,,2532
321,,2497
322,,2396
323,,2515
324,,2470
325,,2484
326,,2433
327,,2424
328,,2486
329,,2399
330,,2425
331,,2383
332,,2344
333,,2310
334,,2226
335,,2311
336,,2278
337,,2258
338,,2279
339,,2224
340,,2188
341,,2319
342,,2168
343,,2145
344,,2111
345,,2177
346,,2129
347,,2124
348,,2122
349,,2053
350,,2102
351,,1971
352,,2070
353,,2070
354,,2045
355,,2041
356,,1907
357,,1900
358,,1955
359,,1943
360,,1857
361,,1849
362,,1914
363,,1878
364,,1885
365,,1867
366,,1894
367,,1819
368,,1794
369,,1804
370,,1829
371,,1798
372,,1828
373,,1753
374,,1733
375,,1712
376,,1771
377,,1703
378,,1699
379,,1739
380,,1724
381,,1679
382,,1653
383,,1658
384,,1619
385,,1712
386,,1556
387,,1570
388,,1583
389,,1598
390,,1559
391,,1590
392,,1610
393,,1510
394,,1563
395,,1521
396,,1548
397,,1555
398,,1452
399,,1462
400,,1461
401,,1461
402,,1512
403,,1562
404,,1444
405,,1419
406,,1412
407,,1465
408,,1343
409,,1344
410,,1419
411,,1351
412,,1362
413,,1380
414,,1335
415,,1388
416,,1387
417,,1407
418,,1297
419,,1262
420,,1251
421,,1327
422,,1222
423,,1298
424,,1246
425,,1286
426,,1166
427,,1236
428,,1226
429,,1243
430,,1236
431,,1230
432,,1166
433,,1212
434,,1159
435,,1207
436,,1152
437,,1121
438,,1105
439,,1130
440,,1167
441,,1137
442,,1110
443,,1137
444,,1088
445,,1079
446,,1107
447,,1094
448,,1077
449,,1058
450,,1036
451,,1023
452,,1008
453,,1014
454,,1009
455,,1032
456,,1013
457,,1015
458,,953
459,,955
460,,1010
461,,962
462,,927
463,,952
464,,999
465,,937
466,,999
467,,941
468,,904
469,,881
470,,932
471,,924
472,,921
473,,913
474,,928
475,,866
476,,893
477,,904
478,,850
479,,857
480,,889
481,,859
482,,862
483,,816
484,,864
485,,795
486,,818
487,,788
488,,814
489,,837
490,,797
491,,745
492,,797
493,,799
494,,716
495,,716
496,,729
497,,743
498,,753
499,,730
500,,680
501,,735
502,,745
503,,738
504,,698
505,,653
506,,677
507,,656
508,,599
509,,647
510,,651
511,,652
512,,646
513,,615
514,,665
515,,635
516,,644
517,,666
518,,643
519,,568
520,,621
521,,630
522,,587
523,,607
524,,617
525,,564
526,,616
527,,597
528,,563
529,,564
530,,521
531,,553
532,,549
533,,541
534,,535
535,,491
536,,572
537,,524
538,,527
539,,472
540,,562
541,,493
542,,486
543,,497
544,,483
545,,510
546,,483
547,,417
548,,492
549,,484
550,,481
551,,500
552,,467
553,,496
554,,432
555,,436
556,,446
557,,438
558,,405
559,,421
560,,441
561,,426
562,,410
563,,440
564,,397
565,,420
566,,414
567,,382
568,,367
569,,399
570,,398
571,,386
572,,394
573,,351
574,,384
575,,367
576,,396
577,,360
578,,382
579,,362
580,,382
581,,374
582,,357
583,,350
584,,340
585,,342
586,,355
587,,356
588,,337
589,,355
590,,331
591,,323
592,,323
593,,342
594,,302
595,,332
596,,321
597,,318
598,,323
599,,315
600,,318
601,,301
602,,300
603,,292
604,,258
605,,298
606,,302
607,,282
608,,299
609,,314
610,,261
611,,283
612,,258
613,,278
614,,265
615,,267
616,,268
617,,285
618,,278
619,,248
620,,274
621,,249
622,,263
623,,272
624,,262
625,,245
626,,277
627,,243
628,,250
629,,249
630,,237
631,,250
632,,231
633,,223
634,,261
635,,235
636,,205
637,,208
638,,227
639,,223
640,,223
641,,201
642,,218
643,,222
644,,223
645,,231
646,,239
647,,217
648,,232
649,,220
650,,222
651,,225
652,,217
653,,193
654,,215
655,,225
656,,225
657,,190
658,,213
659,,202
660,,183
661,,192
662,,198
663,,194
664,,209
665,,212
666,,191
667,,214
668,,188
669,,194
670,,174
671,,210
672,,180
673,,174
674,,189
675,,181
676,,162
677,,180
678,,173
679,,201
680,,184
681,,158
682,,193
683,,202
684,,157
685,,191
686,,165
687,,179
688,,168
689,,176
690,,154
691,,170
692,,165
693,,176
694,,183
695,,153
696,,167
697,,183
698,,165
699,,163
700,,149
701,,181
702,,181
703,,184
704,,162
705,,166
706,,138
707,,161
708,,141
709,,131
710,,153
711,,145
712,,130
713,,178
714,,162
715,,130
716,,167
717,,162
718,,166
719,,157
720,,160
721,,125
722,,141
723,,143
724,,138
725,,153
726,,142
727,,138
728,,148
729,,155
730,,146
731,,144
732,,112
733,,137
734,,133
735,,119
736,,142
737,,149
738,,132
739,,131
740,,149
741,,120
742,,137
743,,126
744,,109
745,,133
746,,123
747,,119
748,,109
749,,132
750,,123
751,,120
752,,128
753,,131
754,,121
755,,136
756,,140
757,,109
758,,128
759,,121
760,,116
761,,121
762,,124
763,,121
764,,99
765,,127
766,,121
767,,114
768,,93
769,,100
770,,121
771,,130
772,,109
773,,98
774,,148
775,,115
776,,107
777,,122
778,,115
779,,108
780,,117
781,,110
782,,101
783,,115
784,,113
785,,119
786,,83
787,,105
788,,107
789,,106
790,,116
791,,116
792,,100
793,,113
794,,88
795,,110
796,,105
797,,101
798,,108
799,,109
800,,102
801,,98
802,,109
803,,97
804,,94
805,,94
806,,99
807,,111
808,,84
809,,97
810,,99
811,,102
812,,89
813,,74
814,,107
815,,98
816,,103
817,,93
818,,98
819,,110
820,,88
821,,93
822,,95
823,,97
824,,101
825,,105
826,,87
827,,98
828,,95
829,,99
830,,91
831,,99
832,,96
833,,93
834,,80
835,,101
836,,92
837,,97
838,,96
839,,82
840,,89
841,,93
842,,87
843,,105
844,,83
845,,103
846,,97
847,,88
848,,97
849,,92
850,,104
851,,84
852,,79
853,,109
854,,100
855,,87
856,,87
857,,94
858,,88
