Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,1450
Conversion Gain:,1024
Coarse Gain:,1
Fine Gain:,1.00
Upper Discriminator:,1048
Lower Discriminator:,41
Calibration Coefficients:Elapsed Real Time:,58.67
Elapsed Live Time:,18.82
Start Time:,November 20, 2023, 11:52:39
End Time:,November 20, 2023, 11:53:38
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid


Channel Data:
Channel,Energy,Counts
0,,271
1,,7
2,,7
3,,9
4,,9
5,,5
6,,6
7,,8
8,,10
9,,6
10,,9
11,,8
12,,8
13,,4
14,,5
15,,5
16,,7
17,,8
18,,9
19,,10
20,,10
21,,14
22,,7
23,,12
24,,26
25,,22
26,,35
27,,37
28,,47
29,,91
30,,142
31,,183
32,,226
33,,395
34,,1944
35,,8713
36,,13543
37,,14055
38,,13736
39,,13078
40,,12350
41,,12183
42,,11500
43,,11229
44,,10794
45,,10660
46,,10442
47,,9845
48,,9683
49,,9566
50,,9533
51,,9059
52,,8966
53,,8875
54,,8725
55,,8337
56,,8367
57,,8442
58,,8214
59,,7958
60,,7845
61,,7756
62,,7917
63,,7837
64,,7669
65,,7682
66,,7698
67,,7516
68,,7446
69,,7665
70,,7590
71,,7555
72,,7693
73,,7574
74,,7774
75,,7669
76,,7797
77,,7844
78,,7784
79,,7790
80,,7969
81,,7990
82,,8044
83,,8292
84,,8530
85,,8560
86,,8535
87,,8693
88,,8656
89,,8797
90,,8941
91,,9290
92,,9064
93,,9147
94,,9271
95,,9543
96,,9771
97,,10016
98,,10120
99,,10176
100,,10350
101,,10708
102,,10950
103,,11084
104,,11140
105,,11374
106,,11697
107,,11791
108,,12025
109,,12222
110,,12554
111,,12763
112,,12774
113,,13002
114,,13030
115,,13178
116,,13490
117,,13516
118,,13503
119,,13697
120,,13745
121,,13631
122,,13974
123,,13794
124,,13783
125,,13662
126,,13576
127,,13377
128,,13171
129,,13074
130,,12781
131,,12667
132,,12320
133,,12120
134,,12119
135,,11429
136,,11103
137,,11120
138,,10712
139,,10469
140,,10285
141,,10059
142,,9786
143,,9531
144,,9428
145,,9195
146,,9208
147,,8806
148,,8879
149,,8788
150,,8746
151,,8583
152,,8452
153,,8526
154,,8395
155,,8595
156,,8579
157,,8727
158,,8816
159,,8833
160,,8835
161,,9089
162,,9027
163,,9136
164,,9207
165,,9450
166,,9664
167,,9959
168,,9836
169,,10085
170,,10229
171,,10438
172,,10580
173,,10764
174,,10780
175,,10908
176,,11315
177,,11261
178,,11508
179,,11680
180,,11825
181,,11703
182,,11904
183,,11790
184,,11669
185,,11955
186,,11733
187,,11863
188,,11490
189,,11327
190,,11281
191,,11286
192,,11034
193,,10754
194,,10497
195,,10339
196,,9953
197,,9681
198,,9267
199,,9146
200,,8849
201,,8755
202,,8371
203,,7863
204,,7802
205,,7360
206,,7089
207,,6877
208,,6493
209,,6358
210,,6018
211,,5908
212,,5666
213,,5451
214,,5285
215,,5123
216,,4902
217,,4679
218,,4605
219,,4378
220,,4475
221,,4355
222,,4087
223,,4059
224,,4058
225,,3881
226,,3816
227,,3736
228,,3748
229,,3744
230,,3648
231,,3618
232,,3553
233,,3513
234,,3398
235,,3344
236,,3360
237,,3356
238,,3303
239,,3244
240,,3257
241,,3153
242,,3038
243,,3063
244,,3110
245,,3061
246,,3050
247,,3063
248,,2955
249,,3001
250,,2918
251,,2866
252,,2858
253,,2852
254,,2811
255,,2759
256,,2705
257,,2618
258,,2614
259,,2580
260,,2622
261,,2640
262,,2434
263,,2546
264,,2461
265,,2456
266,,2373
267,,2284
268,,2284
269,,2329
270,,2281
271,,2252
272,,2293
273,,2219
274,,2165
275,,2278
276,,2162
277,,2174
278,,2176
279,,2105
280,,2031
281,,2081
282,,2029
283,,2069
284,,1996
285,,1914
286,,2024
287,,1954
288,,1928
289,,1889
290,,1886
291,,1906
292,,1840
293,,1833
294,,1793
295,,1879
296,,1771
297,,1774
298,,1692
299,,1691
300,,1671
301,,1606
302,,1610
303,,1529
304,,1646
305,,1555
306,,1567
307,,1460
308,,1518
309,,1478
310,,1398
311,,1313
312,,1385
313,,1341
314,,1273
315,,1435
316,,1318
317,,1219
318,,1130
319,,1226
320,,1258
321,,1214
322,,1124
323,,1140
324,,1121
325,,1090
326,,1089
327,,1124
328,,1072
329,,1038
330,,1063
331,,1027
332,,1058
333,,988
334,,967
335,,963
336,,969
337,,933
338,,921
339,,872
340,,916
341,,865
342,,909
343,,908
344,,886
345,,908
346,,848
347,,880
348,,874
349,,825
350,,863
351,,756
352,,827
353,,784
354,,796
355,,809
356,,779
357,,806
358,,758
359,,704
360,,739
361,,748
362,,775
363,,746
364,,769
365,,739
366,,751
367,,732
368,,689
369,,703
370,,656
371,,707
372,,733
373,,687
374,,689
375,,724
376,,695
377,,652
378,,635
379,,687
380,,618
381,,643
382,,605
383,,657
384,,653
385,,596
386,,608
387,,623
388,,644
389,,620
390,,656
391,,589
392,,618
393,,602
394,,606
395,,591
396,,563
397,,583
398,,558
399,,579
400,,546
401,,576
402,,589
403,,565
404,,513
405,,550
406,,535
407,,506
408,,520
409,,504
410,,498
411,,497
412,,493
413,,463
414,,410
415,,452
416,,452
417,,415
418,,428
419,,423
420,,439
421,,401
422,,405
423,,416
424,,422
425,,402
426,,385
427,,433
428,,386
429,,375
430,,336
431,,377
432,,326
433,,332
434,,354
435,,343
436,,262
437,,302
438,,325
439,,323
440,,310
441,,297
442,,290
443,,279
444,,282
445,,268
446,,257
447,,284
448,,263
449,,245
450,,255
451,,239
452,,249
453,,245
454,,253
455,,247
456,,220
457,,262
458,,227
459,,235
460,,205
461,,212
462,,186
463,,208
464,,230
465,,200
466,,220
467,,196
468,,194
469,,230
470,,195
471,,191
472,,202
473,,199
474,,206
475,,195
476,,214
477,,214
478,,185
479,,217
480,,191
481,,181
482,,170
483,,167
484,,183
485,,172
486,,172
487,,212
488,,158
489,,178
490,,180
491,,175
492,,190
493,,155
494,,163
495,,186
496,,158
497,,180
498,,178
499,,170
500,,141
501,,168
502,,149
503,,131
504,,153
505,,164
506,,148
507,,132
508,,143
509,,135
510,,145
511,,142
512,,144
513,,148
514,,149
515,,149
516,,134
517,,131
518,,139
519,,130
520,,122
521,,145
522,,141
523,,134
524,,135
525,,124
526,,134
527,,137
528,,123
529,,123
530,,122
531,,118
532,,131
533,,126
534,,138
535,,99
536,,118
537,,98
538,,118
539,,127
540,,112
541,,121
542,,112
543,,111
544,,99
545,,103
546,,107
547,,104
548,,97
549,,113
550,,110
551,,110
552,,101
553,,107
554,,116
555,,101
556,,114
557,,109
558,,97
559,,101
560,,99
561,,111
562,,105
563,,94
564,,97
565,,85
566,,90
567,,113
568,,103
569,,100
570,,104
571,,111
572,,96
573,,111
574,,91
575,,86
576,,102
577,,95
578,,93
579,,106
580,,111
581,,90
582,,102
583,,95
584,,106
585,,97
586,,121
587,,91
588,,100
589,,104
590,,93
591,,118
592,,106
593,,118
594,,111
595,,93
596,,94
597,,85
598,,95
599,,89
600,,106
601,,121
602,,102
603,,99
604,,91
605,,93
606,,79
607,,78
608,,103
609,,95
610,,111
611,,96
612,,98
613,,101
614,,101
615,,92
616,,91
617,,100
618,,106
619,,89
620,,108
621,,94
622,,110
623,,97
624,,96
625,,89
626,,105
627,,100
628,,103
629,,127
630,,86
631,,102
632,,95
633,,95
634,,116
635,,104
636,,98
637,,116
638,,114
639,,92
640,,98
641,,117
642,,95
643,,109
644,,102
645,,114
646,,129
647,,122
648,,105
649,,103
650,,112
651,,77
652,,100
653,,119
654,,109
655,,104
656,,107
657,,119
658,,111
659,,103
660,,127
661,,113
662,,98
663,,107
664,,112
665,,121
666,,91
667,,113
668,,119
669,,97
670,,109
671,,140
672,,128
673,,116
674,,126
675,,134
676,,107
677,,111
678,,129
679,,139
680,,131
681,,121
682,,120
683,,99
684,,130
685,,109
686,,108
687,,123
688,,114
689,,113
690,,100
691,,111
692,,123
693,,107
694,,95
695,,125
696,,127
697,,129
698,,92
699,,127
700,,121
701,,120
702,,132
703,,126
704,,125
705,,111
706,,114
707,,129
708,,117
709,,134
710,,129
711,,117
712,,129
713,,135
714,,127
715,,126
716,,113
717,,142
718,,111
719,,112
720,,116
721,,127
722,,116
723,,130
724,,129
725,,109
726,,112
727,,155
728,,131
729,,127
730,,132
731,,120
732,,128
733,,147
734,,157
735,,135
736,,135
737,,131
738,,148
739,,143
740,,115
741,,147
742,,128
743,,131
744,,145
745,,143
746,,141
747,,129
748,,128
749,,138
750,,161
751,,153
752,,133
753,,144
