Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,1450
Conversion Gain:,1024
Coarse Gain:,1
Fine Gain:,1.00
Upper Discriminator:,1048
Lower Discriminator:,99
Calibration Coefficients:Elapsed Real Time:,70.78
Elapsed Live Time:,25.66
Start Time:,November 13, 2023, 04:35:14
End Time:,November 13, 2023, 04:36:25
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid


Channel Data:
Channel,Energy,Counts
0,,11
1,,0
2,,0
3,,1
4,,0
5,,0
6,,0
7,,0
8,,0
9,,1
10,,2
11,,1
12,,0
13,,0
14,,1
15,,0
16,,0
17,,1
18,,2
19,,1
20,,2
21,,0
22,,3
23,,0
24,,0
25,,0
26,,2
27,,1
28,,4
29,,2
30,,3
31,,0
32,,2
33,,3
34,,1
35,,2
36,,2
37,,1
38,,0
39,,2
40,,3
41,,3
42,,1
43,,5
44,,7
45,,3
46,,2
47,,4
48,,6
49,,1
50,,3
51,,6
52,,1
53,,6
54,,3
55,,1
56,,6
57,,5
58,,6
59,,6
60,,6
61,,7
62,,6
63,,5
64,,9
65,,8
66,,5
67,,2
68,,9
69,,9
70,,10
71,,6
72,,11
73,,12
74,,7
75,,7
76,,10
77,,11
78,,14
79,,9
80,,20
81,,26
82,,26
83,,25
84,,41
85,,53
86,,91
87,,127
88,,172
89,,239
90,,610
91,,2470
92,,8780
93,,12985
94,,13447
95,,13956
96,,14064
97,,14185
98,,14300
99,,14684
100,,14786
101,,14601
102,,14751
103,,15130
104,,15296
105,,15251
106,,15382
107,,15464
108,,15330
109,,15493
110,,15766
111,,15599
112,,15799
113,,15944
114,,15617
115,,15871
116,,16090
117,,15999
118,,15911
119,,15964
120,,15944
121,,15843
122,,15676
123,,15569
124,,15666
125,,15035
126,,15009
127,,14947
128,,14778
129,,14849
130,,14682
131,,14679
132,,14239
133,,14169
134,,14122
135,,14041
136,,13616
137,,13875
138,,13862
139,,13510
140,,13372
141,,13261
142,,13211
143,,12936
144,,13017
145,,13096
146,,12962
147,,12719
148,,12737
149,,12811
150,,12905
151,,12814
152,,12954
153,,12754
154,,12837
155,,12721
156,,12984
157,,12776
158,,12820
159,,13016
160,,12943
161,,13271
162,,13181
163,,13401
164,,13143
165,,13335
166,,13132
167,,13355
168,,13345
169,,13585
170,,13677
171,,13562
172,,13784
173,,13556
174,,13340
175,,13532
176,,13509
177,,13796
178,,13384
179,,13535
180,,13621
181,,13414
182,,13615
183,,13323
184,,13168
185,,13049
186,,13029
187,,12811
188,,12885
189,,12494
190,,12348
191,,12339
192,,12117
193,,11971
194,,11804
195,,11688
196,,11662
197,,11506
198,,11413
199,,11206
200,,10826
201,,10743
202,,10689
203,,10220
204,,10469
205,,10211
206,,10045
207,,9764
208,,9794
209,,9555
210,,9471
211,,9445
212,,9289
213,,9380
214,,9206
215,,9022
216,,8883
217,,8816
218,,9025
219,,8637
220,,8578
221,,8409
222,,8661
223,,8571
224,,8563
225,,8428
226,,8362
227,,8479
228,,8374
229,,8422
230,,8135
231,,8008
232,,8210
233,,8052
234,,7839
235,,7852
236,,7771
237,,7885
238,,7638
239,,7722
240,,7567
241,,7579
242,,7475
243,,7548
244,,7474
245,,7458
246,,7269
247,,7314
248,,7052
249,,7217
250,,7101
251,,7098
252,,6986
253,,7083
254,,6978
255,,6864
256,,6756
257,,6761
258,,6673
259,,6644
260,,6585
261,,6675
262,,6464
263,,6443
264,,6454
265,,6322
266,,6397
267,,6174
268,,6154
269,,6205
270,,6137
271,,5980
272,,5948
273,,5971
274,,5993
275,,5775
276,,5826
277,,5872
278,,5727
279,,5670
280,,5476
281,,5518
282,,5591
283,,5343
284,,5481
285,,5449
286,,5370
287,,5283
288,,5261
289,,5169
290,,5163
291,,4961
292,,4942
293,,5033
294,,4968
295,,4957
296,,4820
297,,4789
298,,4648
299,,4651
300,,4581
301,,4469
302,,4609
303,,4488
304,,4331
305,,4402
306,,4301
307,,4277
308,,4236
309,,4164
310,,4032
311,,4201
312,,3957
313,,3991
314,,3918
315,,4001
316,,3823
317,,3913
318,,3793
319,,3676
320,,3598
321,,3668
322,,3621
323,,3536
324,,3560
325,,3490
326,,3491
327,,3489
328,,3251
329,,3470
330,,3240
331,,3283
332,,3363
333,,3249
334,,3319
335,,3215
336,,3148
337,,3031
338,,3122
339,,3124
340,,3013
341,,2922
342,,3037
343,,2850
344,,2848
345,,2842
346,,2905
347,,2929
348,,2866
349,,2820
350,,2834
351,,2610
352,,2813
353,,2757
354,,2651
355,,2674
356,,2626
357,,2613
358,,2701
359,,2508
360,,2502
361,,2543
362,,2457
363,,2502
364,,2417
365,,2341
366,,2431
367,,2441
368,,2377
369,,2404
370,,2343
371,,2370
372,,2290
373,,2270
374,,2253
375,,2261
376,,2193
377,,2226
378,,2253
379,,2212
380,,2177
381,,2169
382,,2145
383,,2121
384,,2155
385,,2102
386,,2082
387,,2040
388,,2018
389,,2012
390,,1993
391,,2035
392,,1995
393,,1988
394,,1978
395,,1908
396,,1878
397,,1833
398,,1813
399,,1804
400,,1785
401,,1826
402,,1822
403,,1760
404,,1790
405,,1717
406,,1786
407,,1744
408,,1618
409,,1578
410,,1624
411,,1610
412,,1572
413,,1586
414,,1579
415,,1589
416,,1540
417,,1542
418,,1528
419,,1442
420,,1507
421,,1371
422,,1389
423,,1368
424,,1375
425,,1441
426,,1391
427,,1353
428,,1322
429,,1333
430,,1336
431,,1245
432,,1218
433,,1243
434,,1221
435,,1192
436,,1244
437,,1241
438,,1169
439,,1212
440,,1176
441,,1144
442,,1113
443,,1109
444,,1117
445,,1165
446,,1111
447,,1083
448,,1032
449,,1077
450,,1107
451,,1052
452,,1000
453,,1008
454,,1008
455,,988
456,,1054
457,,946
458,,940
459,,953
460,,947
461,,1005
462,,894
463,,945
464,,946
465,,933
466,,876
467,,869
468,,884
469,,849
470,,875
471,,891
472,,824
473,,849
474,,831
475,,828
476,,838
477,,824
478,,774
479,,793
480,,808
481,,798
482,,782
483,,772
484,,726
485,,774
486,,800
487,,695
488,,734
489,,708
490,,766
491,,714
492,,713
493,,700
494,,667
495,,629
496,,642
497,,657
498,,642
499,,684
500,,590
501,,614
502,,630
503,,582
504,,644
505,,596
506,,554
507,,587
508,,604
509,,595
510,,606
511,,584
512,,553
513,,561
514,,566
515,,568
516,,512
517,,536
518,,535
519,,536
520,,515
521,,497
522,,524
523,,486
524,,481
525,,446
526,,472
527,,461
528,,455
529,,446
530,,489
531,,502
532,,454
533,,479
534,,460
535,,467
536,,415
537,,435
538,,425
539,,434
540,,405
541,,449
542,,399
543,,399
544,,367
545,,395
546,,405
547,,413
548,,382
549,,371
550,,364
551,,371
552,,354
553,,374
554,,349
555,,337
556,,370
557,,378
558,,360
559,,343
560,,343
561,,344
562,,351
563,,362
564,,344
565,,298
566,,312
567,,303
568,,354
569,,311
570,,316
571,,308
572,,333
573,,331
574,,317
575,,309
576,,299
577,,310
578,,290
579,,288
580,,303
581,,285
582,,304
583,,265
584,,304
585,,287
586,,287
587,,255
588,,244
589,,281
590,,276
591,,261
592,,282
593,,254
594,,233
595,,265
596,,260
597,,239
598,,232
599,,262
600,,246
601,,265
602,,256
603,,244
604,,231
605,,211
606,,227
607,,257
608,,227
609,,253
610,,238
611,,227
612,,228
613,,232
614,,211
615,,241
616,,205
617,,238
618,,245
619,,214
620,,231
621,,202
622,,222
623,,225
624,,234
625,,231
626,,203
627,,229
628,,192
629,,197
630,,207
631,,208
632,,202
633,,178
634,,224
635,,203
636,,189
637,,200
638,,211
639,,216
640,,215
641,,188
642,,217
643,,194
644,,204
645,,205
646,,190
647,,195
648,,210
649,,212
650,,188
651,,211
652,,196
653,,215
654,,203
655,,189
656,,187
657,,197
658,,217
659,,183
660,,172
661,,174
662,,187
663,,196
664,,190
665,,177
666,,205
667,,189
668,,187
669,,214
670,,201
671,,187
672,,171
673,,183
674,,171
675,,184
676,,177
677,,213
678,,178
679,,184
680,,192
681,,192
682,,172
683,,187
684,,178
685,,181
686,,189
687,,183
688,,194
689,,194
690,,197
691,,181
692,,171
693,,189
694,,180
695,,188
696,,181
697,,175
698,,193
699,,176
700,,193
701,,188
702,,188
703,,198
704,,197
705,,203
706,,185
707,,205
708,,187
709,,211
710,,172
711,,181
712,,174
713,,187
714,,161
715,,187
716,,210
717,,193
718,,210
719,,191
720,,193
721,,211
722,,203
723,,211
724,,213
725,,196
726,,220
727,,231
728,,199
729,,188
730,,202
731,,196
732,,238
733,,249
734,,196
735,,241
736,,226
737,,220
738,,245
739,,211
740,,248
741,,232
742,,207
743,,222
744,,219
745,,213
746,,253
747,,258
748,,273
749,,249
750,,221
751,,269
752,,248
753,,226
754,,246
755,,280
756,,242
757,,266
758,,267
759,,259
760,,291
761,,256
762,,298
763,,301
764,,333
765,,275
766,,284
767,,290
768,,274
769,,295
770,,293
771,,323
772,,306
773,,296
774,,306
775,,288
776,,294
777,,297
778,,305
779,,338
780,,333
781,,350
782,,346
783,,300
784,,318
785,,318
786,,295
787,,319
788,,317
789,,324
790,,303
791,,287
792,,353
793,,302
794,,330
795,,314
796,,332
797,,286
798,,270
799,,301
800,,312
801,,291
802,,287
803,,296
804,,267
805,,275
806,,272
807,,304
808,,275
809,,267
810,,269
811,,241
812,,239
813,,256
814,,248
815,,260
816,,247
817,,252
818,,229
819,,232
820,,209
821,,230
822,,223
823,,204
824,,213
825,,221
826,,183
827,,203
828,,217
829,,161
830,,189
831,,189
832,,164
833,,163
834,,169
835,,182
836,,155
837,,154
838,,157
839,,178
840,,166
841,,153
842,,153
843,,160
844,,171
845,,166
846,,151
847,,136
848,,135
849,,141
850,,134
851,,150
852,,149
853,,135
854,,150
855,,157
856,,140
857,,135
858,,126
859,,132
860,,140
861,,142
862,,136
863,,123
864,,119
865,,141
866,,138
867,,129
868,,138
869,,113
870,,119
871,,126
872,,116
873,,138
874,,121
875,,109
876,,125
877,,109
878,,115
879,,126
880,,118
881,,112
882,,105
883,,120
884,,118
885,,107
886,,102
887,,106
888,,105
889,,107
890,,113
891,,126
892,,104
893,,106
894,,110
895,,117
896,,106
897,,123
898,,117
899,,110
900,,134
901,,118
902,,113
903,,106
904,,110
905,,99
906,,109
907,,109
908,,104
909,,96
910,,111
911,,90
912,,104
913,,107
914,,110
915,,91
916,,111
917,,97
918,,84
919,,98
920,,87
921,,113
922,,94
923,,90
924,,113
925,,88
926,,106
927,,124
928,,107
929,,87
930,,101
931,,106
932,,110
933,,97
934,,104
935,,110
936,,104
937,,91
