Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,1450
Conversion Gain:,1024
Coarse Gain:,1
Fine Gain:,1.00
Upper Discriminator:,1048
Lower Discriminator:,41
Calibration Coefficients:Elapsed Real Time:,62.65
Elapsed Live Time:,24.15
Start Time:,November 20, 2023, 11:46:23
End Time:,November 20, 2023, 11:47:26
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid


Channel Data:
Channel,Energy,Counts
0,,0
1,,0
2,,0
3,,0
4,,0
5,,0
6,,0
7,,0
8,,0
9,,0
10,,0
11,,0
12,,0
13,,0
14,,0
15,,0
16,,0
17,,1
18,,1
19,,1
20,,1
21,,1
22,,7
23,,8
24,,24
25,,28
26,,40
27,,79
28,,84
29,,156
30,,185
31,,266
32,,308
33,,349
34,,4692
35,,27810
36,,32101
37,,31388
38,,30344
39,,28639
40,,27724
41,,26466
42,,25529
43,,24430
44,,23559
45,,22469
46,,21548
47,,20649
48,,19739
49,,19040
50,,18118
51,,17505
52,,16552
53,,15735
54,,14921
55,,14060
56,,13354
57,,12754
58,,12269
59,,11399
60,,10880
61,,10587
62,,9969
63,,9426
64,,9079
65,,8584
66,,8324
67,,7963
68,,7666
69,,7225
70,,6929
71,,6563
72,,6396
73,,6035
74,,5698
75,,5458
76,,5308
77,,5089
78,,4861
79,,4791
80,,4620
81,,4326
82,,4291
83,,4230
84,,3865
85,,3799
86,,3734
87,,3630
88,,3431
89,,3348
90,,3359
91,,3288
92,,3187
93,,2897
94,,2996
95,,3010
96,,2835
97,,2665
98,,2642
99,,2549
100,,2583
101,,2483
102,,2451
103,,2400
104,,2293
105,,2390
106,,2253
107,,2304
108,,2210
109,,2227
110,,2159
111,,2041
112,,2055
113,,2019
114,,2001
115,,1943
116,,1902
117,,2023
118,,1920
119,,1887
120,,1851
121,,1841
122,,1864
123,,1830
124,,1790
125,,1752
126,,1670
127,,1667
128,,1753
129,,1654
130,,1749
131,,1607
132,,1573
133,,1661
134,,1593
135,,1559
136,,1565
137,,1559
138,,1603
139,,1537
140,,1505
141,,1498
142,,1526
143,,1487
144,,1428
145,,1521
146,,1413
147,,1504
148,,1467
149,,1459
150,,1357
151,,1350
152,,1435
153,,1401
154,,1368
155,,1367
156,,1341
157,,1390
158,,1371
159,,1397
160,,1372
161,,1334
162,,1304
163,,1285
164,,1326
165,,1360
166,,1311
167,,1311
168,,1288
169,,1268
170,,1293
171,,1249
172,,1217
173,,1301
174,,1320
175,,1278
176,,1257
177,,1249
178,,1345
179,,1255
180,,1308
181,,1205
182,,1234
183,,1289
184,,1192
185,,1203
186,,1180
187,,1250
188,,1175
189,,1237
190,,1202
191,,1231
192,,1158
193,,1239
194,,1225
195,,1195
196,,1222
197,,1211
198,,1185
199,,1177
200,,1176
201,,1195
202,,1170
203,,1192
204,,1133
205,,1117
206,,1197
207,,1192
208,,1125
209,,1126
210,,1162
211,,1219
212,,1209
213,,1125
214,,1139
215,,1147
216,,1108
217,,1134
218,,1156
219,,1144
220,,1141
221,,1107
222,,1177
223,,1073
224,,1155
225,,1132
226,,1142
227,,1090
228,,1161
229,,1068
230,,1134
231,,1144
232,,1082
233,,1115
234,,1094
235,,1070
236,,1144
237,,1159
238,,1072
239,,1064
240,,1094
241,,1094
242,,1084
243,,1119
244,,1146
245,,1097
246,,1156
247,,1064
248,,1113
249,,1194
250,,1116
251,,1110
252,,1128
253,,1144
254,,1102
255,,1119
256,,1132
257,,1096
258,,1102
259,,1028
260,,1093
261,,1065
262,,1025
263,,1111
264,,1033
265,,1058
266,,1096
267,,1143
268,,1109
269,,1107
270,,1145
271,,1099
272,,1074
273,,1059
274,,1099
275,,1084
276,,1026
277,,1172
278,,1097
279,,1070
280,,1107
281,,1083
282,,1089
283,,1116
284,,1094
285,,1062
286,,1089
287,,1128
288,,1064
289,,1039
290,,1034
291,,1026
292,,1090
293,,1056
294,,1076
295,,1050
296,,1041
297,,1030
298,,1041
299,,1078
300,,1021
301,,1071
302,,987
303,,1092
304,,994
305,,1071
306,,1030
307,,1035
308,,1051
309,,1014
310,,1006
311,,1088
312,,1060
313,,1030
314,,1001
315,,968
316,,1016
317,,1035
318,,1013
